name,region,city,postal_code,country,email,id,lat,lng
Falköpings Golfklubb,Västergötland,FALKÖPING,52196.0,Sverige,info@falkopingsgk.com,a6368135-82c6-4fcb-b656-15c210df04ba,58.2158479,13.6278588
Högbo Golfklubb,,SANDVIKEN,81192.0,Sverige,info@hogbogk.com,4b1f5a4e-e5d6-4f9e-93d5-c71991bdb167,60.6671457,16.8159101
Sisjö Golfklubb,,VÄSTRA FRÖLUNDA,42132.0,Sverige,sisjogk@telia.com,c076b0e4-30a8-4399-89e9-a0ae5466e251,,
Kalix Golfklubb,,KALIX,95251.0,Sverige,info@kalixgolfklubb.se,328ad582-f21e-47e3-aad6-44bdedb37d9d,65.8368079,23.1522104
Bryttsätter Golfklubb,,NORRKÖPING,60596.0,Sverige,info@spelagolf.nu,ff05606a-aca5-4f0d-82f8-53068081b522,58.4704893,16.118215
Burviks Golfklubb,,KNUTBY,74198.0,Sverige,info@burvik.se,ed669f52-ea75-4d70-8d26-c634385fd5ab,59.90949,18.26566
Nybro Golfklubb,,NYBRO,38292.0,Sverige,info@nybrogk.se,e3aa5342-952a-4674-948e-c9a88e4c0059,56.6956035,15.9889932
Norderöns Golfklubb/Njord,Jämtlands län,FRÖSÖN,83293.0,Sverige,info@norderonsgk.se,d9a89e50-7e40-4ecd-a2b0-d59365f601b5,,
Holms Golfklubb,,HALMSTAD,30592.0,Sverige,info@holmsgk.se,60eef14c-9b70-490a-835d-250237aebf83,56.7562456,12.8734295
Kiladalens Golfklubb,,NYKÖPING,61195.0,Sverige,info@kiladalensgolf.se,6085f1e9-6476-40c6-a218-3e23b7a35b41,,
Söderhamns Golfklubb,,SÖDERHAMN,82691.0,Sverige,info@soderhamnsgk.com,06ab2f7a-d460-4655-a180-069a1ebf1989,,
Tällbergsbyarnas Golfklubb,Dalarna,TÄLLBERG,79370.0,Sverige,kansli@tallberggk.com,a30b7ce1-2d17-4472-9147-efa442103efb,,
Hulta-Bollebygd Golfklubb,,BOLLEBYGD,51792.0,Sverige,info@hultagk.se,c80c4ead-559b-45cf-804e-65d0cd30714f,,
Kiruna Golfklubb,,KIRUNA,98102.0,Sverige,admin@kirunagolfklubb.com,50dd218e-cd66-4481-a230-c0570ec1126b,,
Ljugarns Golfklubb,Gotland,LJUGARN,62321.0,Sverige,info@ljugarnsgk.se,c3f79828-941b-4096-bc2c-0eb7d926a65e,,
Öijared Golfklubb,,FLODA,44892.0,Sverige,info@oijared.se,7e4df02e-21d1-40ed-a68a-5f8b8e4fe8f9,,
Askersunds Golfklubb,,ÅMMEBERG,69675.0,Sverige,info@askersundsgolfklubb.se,8e28b72c-2450-447d-a315-94a7482c3843,,
Trummenäs Golfklubb,,RAMDALA,37302.0,Sverige,kansli@trummenasgk.se,7da92a3b-12a8-48a4-a77e-0fef588e0089,56.1603481,15.7400103
Norrby Golf,,MARIEFRED,64791.0,Sverige,info@norrbygolf.se,fec447fb-868b-4a0f-970e-07eddc33f59e,,
Harabäckens Golfklubb,Halland,VARBERG,43291.0,Sverige,info@harabacken.se,d2adb733-0f64-4d40-b099-55c0b7c6e2f9,,
Boa Golfklubb Olofström,Blekinge,OLOFSTRÖM,29393.0,Sverige,boagk@oktv.se,48d7601c-f7e4-48fc-9393-ca7e058518f6,56.2096443,14.6005585
Ängsö Golfklubb,,VÄSTERÅS,72598.0,Sverige,kansli@angsogolf.org,0c7679bf-6f90-461f-bf68-ade67ffbf5f2,59.5712087,16.8680962
Ljungbyheds Golfklubb,,LJUNGBYHED,26451.0,Sverige,klubben@ljungbyhedsgk.se,4b5818b3-653b-4422-b873-fa273e490cb4,56.0744027,13.2153006
Varbergs Golfklubb,,TVÅÅKER,43277.0,Sverige,info@varbergsgk.se,dc88a980-c1eb-4bdc-a18f-10b881685632,,
Gräppås Golfklubb,,ONSALA,43991.0,Sverige,info@grappasgk.se,81d47632-d383-497b-b174-e5cb86efd596,57.4386474,11.9817133
Lysegårdens Golfklubb,,ROMELANDA,44292.0,Sverige,info@lysegardensgk.se,0dd53078-ae3a-46bd-9305-103a6716a78c,57.9418445,12.0287303
Grönlund Golfklubb,,ALMUGNE,74010.0,Sverige,info@gronlundgk.se,dd329b2d-5bef-43c5-90b0-6c5d84679839,,
Allerum Golfklubb,,ALLERUM,25476.0,Sverige,info@allerumgk.nu,bd789494-c6a8-4e94-acdb-91c7b059e4cc,56.126345,12.7100668
Visingsö Links Golfklubb,,VISINGSÖ,56034.0,Sverige,kansli@visingsogk.se,bef30503-cd92-472d-8b22-af22e1223302,,
Umeå Golfklubb,,HOLMSUND,91335.0,Sverige,info@umgk.se,260ad616-178f-4ddd-8bf0-a42f0d1026ab,63.7146416,20.412356
Tönnersjö Golfklubb,,ELDSBERGA,30597.0,Sverige,info@tonnersjogolf.se,db82ead4-cd3e-4a36-9a07-9ad1c44cc238,,
Ljusdals Golfklubb,,LJUSDAL,82735.0,Sverige,kansli@golfiljusdal.nu,3bc7b759-b417-4c0e-8ef2-c1400e5d5d96,61.8147247,16.1216676
Forsbacka Golfklubb,,ÅMÅL,66291.0,Sverige,info@forsbackagk.se,69a1f26f-b9a0-4703-bb52-4da7d5d1e63a,59.0880847,12.6183538
Degerfors Golf ,,DEGERFORS,69335.0,Sverige,info@degerforsgolf.se,46637ca5-a486-4ed1-b2fe-fc98d5690f84,59.25559,14.4469509
Emmaboda Golfklubb,,VISSEFJÄRDA,36060.0,Sverige,info@emmabodagk.se,a62a8f8e-9bbf-43b3-970f-771cf0b478cf,56.5276743,15.5923008
Sjögärde Golfklubb,,FRILLESÅS,43963.0,Sverige,info@sjogarde.se,1727825e-405b-48fa-8d85-a24b7f5d8e6b,,
Byxelkroks Golfklubb,,BYXELKROK,38775.0,Sverige,kansli@byxelkroksgk.se,12adcc9b-e363-43d6-8c75-0104e39b5174,,
Finspångs Golfklubb,Östergötland,FINSPÅNG,61292.0,Sverige,info@finspangsgk.se,3dde4d99-cf60-42e5-b78b-830f09ec02f5,58.6940381,15.8303679
Täby Golfklubb,,TÄBY,18770.0,Sverige,reception@tabygk.se,7b0590cb-ecee-41a1-8af7-cc0cb3417558,59.5008786,18.0130203
World of Golf City Club,,VÄSTRA FRÖLUNDA,42147.0,Sverige,info@worldofgolf.se,357d3046-a3bf-41cb-a43b-b64d9788bd41,,
Köpings Golfklubb,,KÖPING,73126.0,Sverige,info@kopingsgk.nu,cc589abb-d57f-4296-ba40-6fa1c72aa35c,59.5518322,15.9523239
Mjölby Golfklubb,,MJÖLBY,59592.0,Sverige,kansli@mjolbygk.se,b94f4834-222f-4c62-847e-91cd95b45862,58.3080918,15.0986436
Tomelilla Golfklubb,,TOMELILLA,27394.0,Sverige,info@tomelillagolf.se,f30d5bc0-d92a-4859-9d92-b370662d6386,,
Falkenbergs Golfklubb,,FALKENBERG,31172.0,Sverige,info@falkenbergsgk.se,83f323aa-313a-4fc3-829e-068ae1737045,,
Motala Golfklubb,,MOTALA,59192.0,Sverige,kansli@motalagk.se,458b588d-9cd5-4a9e-a3c9-6446e46c88ec,,
Roslagens Golfklubb Norrtälje,,NORRTÄLJE,76175.0,Sverige,info@roslagensgk.com,4191700c-72ef-4705-8431-6f6f07323354,59.8025887,18.7816951
Åre Golfklubb,,DUVED,83772.0,Sverige,info@aregolfklubb.com,bf12434c-0cc2-4f53-80f0-bec57bb7547d,,
Surahammars Golfklubb,Västmanland,SURAHAMMAR,73534.0,Sverige,info@surahammarsgk.se,b7ab1b47-956a-4980-bc87-4988dbc7a71d,59.7259313,16.2249489
Vallda Golf & Country Club,,VALLDA,43490.0,Sverige,kansli@valldagolf.se,88ad8025-f90c-4b29-9350-78ddb1fafc7d,57.4741499,12.0117683
Haninge Golfklubb,Stockholm,ÖSTERHANINGE,13795.0,Sverige,info@haningegk.se,d8e5e6cc-cfc4-403a-b3ea-d362900f6150,,
Nässjö Golfklubb,,NÄSSJÖ,57195.0,Sverige,info@nassjogk.se,9c9148eb-9545-4c0c-b91c-5e2506aa828f,57.6740743,14.669323
Vetlanda Golfklubb,,VETLANDA,57442.0,Sverige,info@vetlandagk.com,33ec72ae-9b70-4cd1-9aa4-d6b999dad342,57.4102537,15.0465249
Cloud Golf Club,,SOLNA,17148.0,Sverige,hello@cloudgolf.se,7b6d5693-5bb0-4e5f-969d-51178c7c77ac,,
Hedemora Golfklubb,Dalarna,HEDEMORA,77696.0,Sverige,info@hedemoragk.se,3aa5ffed-e614-441c-aeb9-aa820bc83146,60.2438585,15.9169515
Borås Golfklubb,Västergötland,BORÅS,50495.0,Sverige,info@borasgolfklubb.se,8f88a01a-c01b-4049-843d-8419d6dd1e56,57.670936,12.9351678
GolfUppsala,,UPPSALA,75591.0,Sverige,info@golfuppsala.se,d1587e05-9d9a-4a4a-a25d-d728dedab804,,
Sölvesborgs Golfklubb,,SÖLVESBORG,29425.0,Sverige,info@solvesborgsgk.se,f2f231c5-6fb2-426f-a65e-fb669f11649f,56.0423742,14.6047015
Strömsunds Golfklubb,,STRÖMSUND,83323.0,Sverige,stromsundsgk@gmail.com,47478d7e-656f-4afd-9e9e-cc4843447d33,,
Landeryds Golfklubb,,LINKÖPING,58593.0,Sverige,kansli@landeryd.se,e137a989-b9d6-40ec-8216-7f94857d9dc9,58.360262,15.7083768
Strandtorps Golfklubb,,HALMSTAD,30260.0,Sverige,kansli@strandtorpgolf.se,be5b1fc0-17a2-4510-83e4-e8783a1cf9d0,56.6423712,12.9002154
Skepptuna Golfklubb Valla,Uppland,MÄRSTA,19593.0,Sverige,skepptuna.golfklubb@gmail.com,8f4d248f-8fff-4bfd-b316-d1407145be19,,
Rossöns Golfklubb,,ROSSÖN,88051.0,Sverige,rossonsgk@gmail.com,47946bca-318f-496a-a2eb-2e9ce8706145,,
Västerviks Golf,,VÄSTERVIK,59338.0,Sverige,kansli@vasterviksgolf.se,8f6d902b-6650-4411-8397-956f73f7adf4,,
Östad Golf Väderstad,östergötland,VÄDERSTAD,59021.0,Sverige,info@ostadgolf.se,a86fd645-c9ec-401c-9553-b34c59636362,,
Waldemarsviks Golfbana,,GRYT,61042.0,Sverige,info@waldemarsviksgolf.se,2c7eec25-7f89-443a-b621-cbfafebc377b,58.1847127,16.7567953
Nora Golfklubb,,NORA,71391.0,Sverige,info@noragolfklubb.com,87cdfa51-3c55-4c5f-aba4-4c11c61a5a05,59.4978886,15.0842599
Leråkra Golfklubb,Blekinge,RONNEBY,37297.0,Sverige,info@lerakragolf.se,0acf3515-9722-4ad2-aab6-f17ebc3d0576,,
Gränna Golfklubb,Småland,GRÄNNA,56392.0,Sverige,kansli@grannagk.se,1a8f389f-3bd7-49d0-83ce-4cf1bf04c7a1,57.9847099,14.4177588
Oxie Golfklubb,Skåne,MALMÖ,23838.0,Sverige,info@oxiegk.se,1583b2ec-99a2-4f1e-b08a-814403b8e829,,
HG Golf Glumslöv,,GLUMSLÖV,26163.0,Sverige,info@hggolf.se,513fd0f4-7681-431c-bd07-89c05b405970,,
Saxå Golfklubb,Värmland,FILIPSTAD,68292.0,Sverige,saxagk@telia.com,1926482e-bb91-4b97-9ac8-2b68428778f8,59.7964579,14.3578275
Sundsta Golf Norrtälje,,NORRTÄLJE,76191.0,Sverige,golf@sundsta.se,2354eb0a-6630-4437-affc-0766ed739c20,59.7543064,18.5766014
Solbacka Golfklubb,,STJÄRNHOV,64696.0,Sverige,info@solbackagk.se,60ef4531-4f3b-4535-88fd-05dbaa969488,,
Hinton Golf Club,Skåne,OXIE,23841.0,Sverige,info@hintongolf.se,b749835e-8686-4147-8985-453fe7eb5b52,,
Fjällbacka Golfklubb,,FJÄLLBACKA,45741.0,Sverige,info@fjallbackagk.se,8b1deda2-7189-48bf-b995-514eb7285b80,,
Alvesta Golfklubb,,MOHEDA,34263.0,Sverige,kansli@alvestagolf.se,e1f9db85-5d04-4a0d-8a64-02a13ef9fb11,,
Kristinehamns Golfklubb,,KRISTINEHAMN,68194.0,Sverige,kansli@kristinehamnsgk.se,5518cc78-7292-434b-abde-400cf86385c2,59.337721,14.1354408
Öresunds Golf ,,HÄLJARP,26172.0,Sverige,info@oresundsgk.se,8ea1a174-2904-44a0-ae8a-e21b0bf18635,,
Gävle Golfklubb,,GÄVLE,80647.0,Sverige,kansli@gavlegolf.com,04d77d11-f066-4620-a8eb-8820ba99a6e7,60.6953147,17.1751772
Koberg Golfklubb,,TROLLHÄTTAN,46194.0,Sverige,kansliet@koberggk.se,9708fc1f-70a9-42f0-b716-d89b4c58eceb,58.1648845,12.3922419
Lunds Akademiska Golfklubb,Skåne,LUND,22592.0,Sverige,info@lagk.se,aca45bed-d39e-4c38-a3dd-342ec046e112,55.7165296,13.2695155
Ingelsta Golfklubb,Östergötland,NORRKÖPING,60238.0,Sverige,info@ingelstagk.se,6c79d731-c158-460d-866b-8c6e220275b5,,
Kävlinge Golfklubb,,KÄVLINGE,24491.0,Sverige,info@kavlingegk.se,7cd535ce-3d1f-4048-8391-f2b182808860,,
Bokskogens Golfklubb,Skåne,BARA,23364.0,Sverige,info@bokskogen.com,dc3ca23b-42ed-4b23-bb4b-45e8ff7f3cdb,,
Marks Golfklubb,,KINNA,51158.0,Sverige,info@marksgk.se,c665c705-ddd7-492e-9e31-d8fe987c4ca3,57.5056665,12.709137
Abbekås Golfklubb,Skåne,ABBEKÅS,27456.0,Sverige,info@abbekasgk.se,347ad22e-b7d7-4ff0-a90f-9fdc6e5fb749,55.4101886,13.6033802
Götaströms Golfklubb,,SKILLINGARYD,56832.0,Sverige,info@gotastromsgk.se,cb4b1c70-7dcd-489a-bbe6-e4b45ed856a8,57.4591898,14.1028491
Bjäre Golfklubb,Skåne,BÅSTAD,26993.0,Sverige,info@bjaregolfklubb.se,9fa3a427-19f1-4028-a08d-3b33ab533fe4,56.4054242,12.7875043
Fagersta Golfklubb,,FAGERSTA,73792.0,Sverige,info@fagerstagk.se,de52c114-bfa3-480d-9a3c-3169bb7a760e,59.9721794,15.7469362
Chalmers Golfklubb,,LANDVETTER,43891.0,Sverige,info@chgk.se,51e73b28-7113-4a30-bc55-44710fd6f4a2,,
Billingens Golfklubb,,LERDALA,54017.0,Sverige,info@billingensgk.se,6266411b-4b1d-4460-9b89-e0d4c9b1a49f,58.4670263,13.6865594
Vingåkers Golfklubb,,VINGÅKER,64393.0,Sverige,kansli@vingakersgolf.se,5f7293c4-79e6-4884-8736-dcbe8c7ea604,,
Sommarro Golf,,KARLSTAD,65230.0,Sverige,reception@karlstadcitygolf.se,f961e804-870f-48f1-984c-6539e816829e,,
GolfStar Golf Club,Stockholm,SOLNA,17148.0,Sverige,info@golfstar.se,4170573d-7422-47e7-b93d-4e2b6dda7b10,,
Mauritzbergs Slott & Golf,,VIKBOLANDET,61031.0,Sverige,golf@mauritzberg.se,76585136-32de-4f9c-a2c1-d8966f011134,,
Linköpings Golfklubb,,LINKÖPING,58330.0,Sverige,reception@linkopingsgk.se,bd0bba30-f351-47fa-82ea-f26f4ace6c13,58.3996868,15.5664817
Friiberghs Golfklubb,,ÖRSUNDSBRO,74962.0,Sverige,bokning@friiberghsgk.se,8f72a8ea-c4e5-4fc1-9fc0-070080bad642,,
Åsundsholms Golfklubb,Västergötland,VEGBY,52011.0,Sverige,info@asundsholm.se,103758c4-dea2-4b66-bdf6-1c8322f3b9da,,
Ulricehamns Golfklubb,Västergötland,ULRICEHAMN,52333.0,Sverige,info@ulricehamnsgk.se,f092be36-5137-4eff-8bc1-a308cc77a51f,57.7925155,13.4476631
Lundsbrunn Golfklubb,Västra Götaland,LUNDSBRUNN,53372.0,Sverige,kansliet@lundsbrunngk.com,08b85d6a-8bc2-454b-be9e-5df1007a6525,58.4769605,13.4356717
Läckö Golfklubb,,LIDKÖPING,53199.0,Sverige,info@lackogk.se,b93da802-770f-4a2e-ba9a-004bc057c3dc,58.6536577,13.1114798
Hooks Golfklubb,,HOK,56013.0,Sverige,kansli@hooksgk.se,bcb4248f-5543-4c21-b242-2aed69ad9294,57.5404219,14.2760494
Fullerö Golfklubb,,VÄSTERÅS,72591.0,Sverige,kontakta-oss@fullerogk.se,ba07e392-be9c-4fae-af4f-f7a4380ef934,59.5649437,16.5057974
HaningeStrand Golfklubb,,ÖSTERHANINGE,13795.0,Sverige,info@haningestrand.se,19263661-a98b-4f8f-b8d5-d51c3b4d4d8b,,
Kils Golfklubb,,KIL,66591.0,Sverige,kansli@kilsgk.se,2369742f-c78d-4812-913e-4790aa3d5ff0,59.5521828,13.35144
Nyköpings Golfklubb,,NYKÖPING,61192.0,Sverige,kansli@nykopingsgk.se,f29160f9-6a4c-43a6-92eb-2704b22f38b3,58.7258674,16.9727669
Bedinge Golfklubb,Skåne,BEDDINGESTRAND,23176.0,Sverige,info@bedingegk.se,65e8be4e-eb7c-448d-9c4b-f18841cb946d,55.3656018,13.4295223
Ale Golfklubb,,ALVHEM,44691.0,Sverige,info@alegk.se,76f18371-e53e-4843-afae-35a74ff0906a,58.0082527,12.1804695
Gullbringa Golf & Country Club,,HÅLTA,44295.0,Sverige,kansli@gullbringagolf.se,3e522386-ba69-4af8-8cb6-347c3cb3ffca,,
Happy Golfers,,STOCKHOLM,11546.0,Sverige,support@happygolfer.se,603fcf67-d3af-4b0b-a325-6dc4ad4aece2,,
Vellinge Golfklubb,Skåne,VELLINGE,23594.0,Sverige,info@vellingegk.se,f179bca8-5148-45c5-81bd-9e73aa7f8875,,
Elisefarm Golf Club,,HÖÖR,24396.0,Sverige,info@elisefarm.se,55cc5523-7595-40c2-bda7-f3a9126065dd,55.8274232,13.5590448
Mölle Golfklubb,,MÖLLE,26377.0,Sverige,info@mollegk.se,b2c32401-8a6d-4a88-b190-48d63dbf0157,56.2966962,12.4712982
Skepparslövs Golfklubb,Skåne,KRISTIANSTAD,29192.0,Sverige,kansli@skepparslovsgk.se,53e819ab-c8b2-4bac-9c2e-c5bce188409c,,
Örbyhus Golfklubb,Uppland,ÖRBYHUS,74895.0,Sverige,info@orbyhusgolf.se,cdf73d4b-b676-4405-beb7-bb34c88cb2b6,,
Skaftö Golfklubb,,FISKEBÄCKSKIL,45178.0,Sverige,kansliet@skaftogk.se,cd045eb7-3c07-49c2-b2d8-50148254a705,58.2414469,11.4435109
Kungälv-Kode Golfklubb,,KODE,44297.0,Sverige,info@kkgk.se,863b3c77-1f07-4025-8860-6fb1c8e7bc28,,
Jönåkers Golfklubb,,JÖNÅKER,61196.0,Sverige,info@jonakersgk.se,42f91b0a-6fa7-460a-9d32-26efcfe38dde,58.7518191,16.715426
Fors Golf,,VÄSTERHANINGE,13791.0,Sverige,info@forsgolf.se,4c11a26a-a8cc-41bd-bdf6-2a7c2eaaff44,,
Söderslätts Golfklubb,Skåne,VELLINGE,23594.0,Sverige,info@sslgk.se,2bd521e1-cc60-40d9-ae22-1d7b5eae5f23,,
Västerås Golfklubb,Västmanland,VÄSTERÅS,72480.0,Sverige,info@vasterasgk.se,377adfdb-8d74-41a6-b9d6-92e64b2e6d66,59.6278344,16.5085088
Eksjö Golfklubb,,EKSJÖ,57596.0,Sverige,kansli@eksjogk.se,218992e6-5ee5-4969-9afc-d9b3a95be316,57.6409931,14.9052751
Åda Golf & Country Club,,TROSA,61991.0,Sverige,info@adagolf.se,d57f91f9-bf70-465d-934f-50e7b2621846,58.9314941,17.5459921
Rydö Golfklubb,,RYDÖBRUK,31442.0,Sverige,info@rydogolf.se,2524c606-27df-4066-9ded-bca329faf149,,
Hälla Golfklubb,Västmanlands län,VÄSTERÅS,72134.0,Sverige,info@hallagk.se,bee3743c-cebe-4bb0-9272-bca9d4c47c11,,
Wattholma Golfklubb,,VATTHOLMA,74392.0,Sverige,info@wattholmagk.se,1fe679f2-e707-4275-9000-d95e8c851c70,60.0312099,17.7395744
Nynäshamns Golfklubb,,ÖSMO,18491.0,Sverige,info@nynashamnsgk.se,4addfe0f-9dd5-43d2-858f-7945d0f156ad,59.0026629,17.8860239
Vårgårda Golfklubb,Västra Götaland,VÅRGÅRDA,44792.0,Sverige,info@vargardagolf.se,fc92ee32-56d3-40f0-99ae-e2dac02a87a1,58.0303055,12.8580202
Värnamo Golfklubb,Småland,VÄRNAMO,33196.0,Sverige,info@varnamogk.se,4a1a005e-e108-4021-89b0-f13d8cdb52da,,
Ulriksdals Golfklubb,,SOLNA,17068.0,Sverige,ulriksdal@arlandastadgolf.se,ee098427-f975-4982-ae6f-8893efa42cac,59.3871849,17.9994021
Sälenfjällens Golfklubb,Dalarna,SÄLEN,78067.0,Sverige,info@salenfjallensgk.se,ea731b4b-3b2b-4097-a2b1-fcd4db1b66b4,,
Möre Golfklubb,SMÅLAND,SÖDERÅKRA,38503.0,Sverige,info@moregk.se,e4735cc3-c740-465d-920d-e42616ad9a33,56.4495647,16.0904972
Isaberg Golfklubb,Småland,HESTRA,33027.0,Sverige,info@isaberggolf.se,833ab1b5-72b4-46ea-acba-edd73956ec4c,,
Tortuna Golfklubb,,VÄSTERÅS,72596.0,Sverige,kansli@tortunagk.com,6166630f-4132-4ff0-8099-8de1772bcd57,59.6671674,16.7295635
Lyckorna Golfklubb,,LJUNGSKILE,45991.0,Sverige,info@lyckornagk.se,913b9ec4-f183-4b71-b723-87602eb0fb28,,
Arboga Golfklubb,,ARBOGA,73291.0,Sverige,info@arbogagk.se,13aa75a3-7f9a-4f3c-b092-432c6a6e993c,59.369139,15.7621729
Tyresö Golf,Stockholm,TYRESÖ,13549.0,Sverige,kansli@tyresogolf.com,ce1fe6f1-3a5a-4666-89e5-f6cfa9272061,59.2509583,18.2324538
Carlskrona Golfklubb,Blekinge,NÄTTRABY,37024.0,Sverige,info@carlskronagk.com,5c98571a-417c-45e5-b852-242cf8a574b4,56.1592024,15.4501089
Hammarö Golfklubb,Värmland,HAMMARÖ,66391.0,Sverige,info@hammarogk.se,642bdb54-54eb-473e-8997-c43e78f73982,59.3026707,13.5426112
Salems Golfklubb,,SÖDERTÄLJE,15295.0,Sverige,kansli@salemsgk.se,86cdb4bc-eca1-40da-932c-21ebb7427cef,59.2593866,17.6098008
Villa Baro Golf Åtvidaberg ,,ÅTVIDABERG,59731.0,Sverige,golf@villabaro.se,e1fec8e2-a906-481e-88bc-f1d71ceb5720,,
Sjöbo Golfklubb,Skåne,SJÖBO,27594.0,Sverige,info@sjobogk.com,09d5fc8d-b80c-4dd4-928b-47fdd7ac2875,55.6458784,13.6505695
Brastad Golfklubb,Västra Götalands län,BRASTAD,45491.0,Sverige,info@brastadgk.se,68517dfb-9895-47fe-a1df-423bfd8d13de,,
Töreboda Golfklubb,,TÖREBODA,54591.0,Sverige,info@torebodagk.se,02d5f4c6-442e-44c7-bcb7-3e51dca49d7b,58.7043198,14.2372135
Åkagårdens Golfklubb,,BÅSTAD,26992.0,Sverige,info@akgk.se,66692156-0c52-4f16-aef2-553c622f5a8b,56.3646887,12.7916462
Böda Sands Golfklubb,NÖ Öland,LÖTTORP,38373.0,Sverige,info@bodasandgk.se,ffe053e8-c05a-4c02-913e-6e2e73f4472a,,
Perstorps Golfklubb,SKÅNE,PERSTORP,28491.0,Sverige,kansli@perstorpsgk.se,ff3899f4-ac80-4b59-bda0-09a593ce60e9,56.1230816,13.4138476
Ramkvilla Golfklubb,Småland,RAMKVILLA,57474.0,Sverige,info@ramkvillagolf.com,317c34c8-8345-409b-b916-edbac1137718,,
Kårsta Golfklubb,Örebro,ÖREBRO,70591.0,Sverige,info@karstagk.se,a931d1ea-c999-4bc4-95a0-98735788c7da,59.3505306,15.1987942
Haverdals Golfklubb,Halland,HAVERDAL,30570.0,Sverige,info@haverdalsgk.se,27ee4b73-ad57-453a-b600-7cf0674e0a46,,
Vara-Bjertorp Golfklubb,Västergötland,KVÄNUM,53591.0,Sverige,info@vara-bjertorpgk.se,2e8d1ef5-3621-4301-8ad9-4d322287ae43,,
Mora Golfklubb,Dalarna,MORA,79232.0,Sverige,info@moragk.se,cf0708ee-4fd0-418f-8efd-0b2fd043a426,61.0179385,14.5629283
Onsjö Golfklubb,,VÄNERSBORG,46242.0,Sverige,info@onsjogk.com,56101ce8-86e9-4605-b018-c87caee9c70d,58.3311775,12.3267047
Örestads Golfklubb,Skåne,LOMMA,23434.0,Sverige,reception@orestadsgk.com,a86fda95-6323-4a9a-9247-b6eeee736a5a,55.6964209,13.0689416
Reftele Golfklubb,,REFTELE,33021.0,Sverige,info@reftelegk.com,7cff7b29-605b-45ee-8392-2dea1005938c,,
Backa Säteri IF,,NÖDINGE,44935.0,Sverige,info@backasaterigolf.se,f0897c67-2dee-46ac-8e81-6bcbca71f966,,
Uppvidinge Golfklubb,,KLAVRESTRÖM,36072.0,Sverige,info@uppvidingegk.com,a3e18ee0-9433-43c8-a29c-7c75488f247d,57.144492,15.1534573
Skogaby Golfklubb,Halland,LAHOLM,31293.0,Sverige,info@skogabygk.se,23004038-5c9f-4780-b72f-cc9f9452ca36,56.5406723,13.1746714
Flens Golfklubb,,FLEN,64293.0,Sverige,info@flensgk.se,3e17a1ba-d5ba-475b-818a-fa7e7683e080,,
Gumbalde Resort,,STÅNGA,62315.0,Sverige,info@gumbalde.se,25827b71-0f9f-420d-9dc2-7e5479e82ff9,,
Åkersberga Golfklubb,Stockholm,ÅKERSBERGA,18433.0,Sverige,kansli@akersbergagk.se,fde392ba-28ed-4459-8fc7-dc0712afa49c,,
Bollnäs Golfklubb,,KILAFORS,82391.0,Sverige,info@bollnasgk.com,db84bdc3-e9e8-4ac6-a8d1-2aacadf25118,,
Jarlabanke Golfklubb,,TÄBY,18775.0,Sverige,kansli@jarlabankegk.se,36f612aa-c35f-4769-91fa-9de84566e3f1,59.4961802,18.0982368
Järfälla Golfklubb,,JÄRFÄLLA,17545.0,Sverige,kansli@jarfallagk.se,0231a56a-49bf-41f0-a203-444953a7f9e0,,
Klosterfjordens Golfklubb,Halland,ÅSKLOSTER,43296.0,Sverige,info@klosterfjordensgk.se,6be6af4b-5ff8-48f2-839c-580709d6b8d1,,
Degeberga-Widtsköfle Golfklubb,Skåne,VITTSKÖVLE,29791.0,Sverige,info@dwgolfklubb.se,55720987-6a86-4521-b518-32247c0ce9d1,,
Eda Golfklubb,Värmland,ÅMOTFORS,67396.0,Sverige,kansli@edagk.com,78a441b1-c8ad-434a-81c8-4b2177fb0451,,
Alfta-Edsbyns Golfklubb,,ALFTA,82222.0,Sverige,kanslist@alfta-edsbyn-gk.se,de783ee9-a767-418e-8ca2-904513dd15cf,,
Tranås Golfklubb,Jönköpings län,TRANÅS,57343.0,Sverige,kansli@tranasgk.se,05cba23e-79ea-46aa-bf53-6b72334bb7aa,58.0499856,15.0028236
Lycksele Golfklubb,,LYCKSELE,92142.0,Sverige,info@lyckselegolf.se,830459e5-2c57-4fd1-999a-b13500c6e33b,64.6047152,18.6952923
Björkenäs Golf,,LÖDDEKÖPINGE,24655.0,Sverige,kansli@larssonsgolfbana.se,4ceba632-c9ae-4c23-a7ce-e4f68a984b63,,
Lindesbergs Golfklubb,,LINDESBERG,71131.0,Sverige,info@lindesbergsgk.se,0e625c76-423a-48ae-bc47-e86fb45495ac,59.5854675,15.2396977
Skellefteå Golfklubb,Västerbotten,SKELLEFTEÅ,93192.0,Sverige,info@skellefteagolf.se,ee6015d8-6ddc-48a7-a67c-cb2ad1f9a7e2,,
Ljunghusens Golfklubb,Skåne,HÖLLVIKEN,23642.0,Sverige,info@ljgk.se,bdb66c10-70d6-46d2-bdec-421b4c8596b5,,
Bosjökloster Golfklubb,Skåne,HÖÖR,24395.0,Sverige,info@bosjoklostergk.se,efa78854-5bbd-4346-acd4-87a2a2da7bf8,55.8826333,13.5293649
Sigtuna Golfklubb,Uppland,SIGTUNA,19391.0,Sverige,info@sigtunagk.se,b0f61b00-93d4-4534-b390-a0f9aec1f4f8,,
